tSNE_Variables_1,tSNE_Variables_2,Neuron,Indegree,Group
13.1891999461392,-19.2070645473167,I1L,196,group3
13.1890082058123,-19.2069797448278,I1R,196,group3
-6.2624761077046,14.0427259229406,I2L,27,none
-6.26237699276057,14.0428828908968,I2R,27,none
6.92583853191266,-6.97692206834074,I3,177,group3
7.42379183859055,-6.65893138460749,I4,174,group3
8.0432262763491,-6.46051250215329,I5,184,group3
-14.7988905085853,20.5630927371055,I6,20,none
13.308950711395,-6.07326384048129,M1,200,group3
-11.1583013121798,24.0854402627043,M2L,21,none
-11.158251932046,24.0854472075951,M2R,21,none
-5.34109573626596,22.8872680458215,M3L,40,none
-5.34108454437138,22.8872352324781,M3R,40,none
-8.59821971670323,17.3233808762764,M4,6,none
7.41746854985424,-6.64296219808829,M5,174,group3
-9.63205614147636,23.4258030200157,MCL,39,none
-9.63207473623462,23.4255785053391,MCR,39,none
-0.556582238952896,21.0446402280962,MI,44,none
1.00606979434221,15.6868496044842,NSML,102,none
1.00609422021574,15.6869991134235,NSMR,102,none
10.4231221763271,-8.75066445231319,ADFL,196,group3
10.4231379046399,-8.75065747709825,ADFR,196,group3
7.54931345210909,19.928551752205,ADLL,129,none
7.54941607211518,19.929853063487,ADLR,129,none
-0.788144639685976,20.3988820702315,ASEL,47,none
3.48043222489019,17.6688649427389,ASER,97,none
8.05062521671302,-12.4904592818102,ASGL,202,group3
8.05054975564997,-12.4904469191245,ASGR,202,group3
5.0286833739191,12.0324101736206,ASHL,121,none
5.0286296336184,12.0325129710028,ASHR,121,none
0.261325197082161,10.9542907676521,ASIL,83,none
0.261309090159359,10.9542345341654,ASIR,83,none
6.7427120823604,5.07263344529794,ASJL,151,none
6.74290547308619,5.07243075054856,ASJR,151,none
10.2482608918599,-6.43388658466059,ASKL,190,group3
10.2481678366331,-6.43393411157972,ASKR,190,group3
7.76791046756351,-2.77864678978544,AWAL,169,group3
7.76830865288548,-2.77909004545177,AWAR,169,group3
5.26784379792429,13.3236261928142,AWBL,115,none
5.26784470172946,13.3236539779952,AWBR,115,none
2.41050580355265,12.2640961699791,AWCL,111,none
2.41035807857794,12.2636736002975,AWCR,111,none
-2.21782301207455,16.1509469756904,AFDL,60,none
-2.21780056047647,16.1509431742302,AFDR,60,none
-14.7972252672842,6.1934592869476,IL2DL,82,none
-15.2102519856317,6.24085119376027,IL2DR,82,none
6.9340383625415,12.379099891173,IL2L,133,none
6.93404650673572,12.3791416612181,IL2R,133,none
-15.1688649510703,6.67604049314908,IL2VL,82,none
-14.7554639917381,6.6358943900148,IL2VR,82,none
-8.26365959063071,18.4919542032711,OLQDL,7,none
-8.55610161574148,19.4917952563947,OLQDR,7,none
-9.00380459815285,18.8748481324791,OLQVL,7,none
-9.53330352655169,19.6573041618704,OLQVR,7,none
-6.09840789633851,4.19012054482341,OLLL,124,none
-6.09759400396496,4.19114558424002,OLLR,124,none
-10.526835537071,17.06357015878,CEPDL,2,none
-9.72117594563975,16.9919650262701,CEPDR,2,none
-9.21401714417811,16.5436818607782,CEPVL,2,none
-10.3223955814274,16.479329090034,CEPVR,2,none
11.7106878388698,-12.8727998893128,ALML,200,group3
11.7106878388698,-12.8727998893127,ALMR,200,group3
18.4515840634276,-12.0914858810916,AVM,257,group2
-24.24022933435,-15.2251952092747,PVM,134,group1
-20.9098186071627,-11.6382934578332,PLML,142,group1
-20.9097833188264,-11.6382529055805,PLMR,142,group1
-10.2527714240179,5.15797432637259,ALNL,81,none
-10.2549699028207,5.15605566075639,ALNR,81,none
-4.3611430950109,24.2901388064534,PLNL,44,none
-3.30939839392905,24.0709074507994,PLNR,44,none
-2.00073814048377,14.167858685151,FLPL,84,none
-2.00072076804883,14.1671031785513,FLPR,84,none
-16.0518622379616,-15.3537087570961,PVDL,146,group1
-16.0487881450919,-15.3536132714304,PVDR,146,group1
7.24172203330267,9.02698568343741,BAGL,140,none
7.24193475365847,9.02740352495553,BAGR,140,none
11.0844302313216,-21.3855182485514,URXL,212,group3
11.0843467669408,-21.3855834122533,URXR,212,group3
-6.0574008270432,16.6909843860564,URYDL,35,none
-5.64327439115447,16.0106113308968,URYDR,35,none
-5.52944868712044,16.544852699775,URYVL,35,none
-6.19770758874049,16.1470325694173,URYVR,35,none
12.8394512225771,-7.41120753064408,AQR,197,group3
-17.5891182798717,-16.0473041863451,PQR,154,group1
-13.8061230146255,13.6089640908848,ADEL,9,none
-13.672501899394,13.9131900322524,ADER,9,none
-10.186747733746,15.4872009148693,PDEL,4,none
-9.43801017100986,15.4817245146152,PDER,4,none
-15.1167873713351,16.0695950834515,PHAL,14,none
-15.1167547689928,16.0692231509318,PHAR,14,none
-12.7384976821854,17.2664312253864,PHBL,15,none
-12.7007290554961,16.6237220889692,PHBR,15,none
-11.5385546495344,16.3123705769444,PHCL,8,none
-11.6258637610579,17.0073913031527,PHCR,8,none
22.6481446182336,-19.6342522341955,SDQL,260,group2
22.6482786113132,-19.6344105560438,SDQR,260,group2
10.9844264408012,-18.9078135039512,URBL,210,group3
10.9843602562365,-18.9078368278863,URBR,210,group3
27.0184848298867,-19.5885018691029,DVA,280,group2
4.73092853238295,15.1851895554449,AUAL,95,none
4.73097870329378,15.1851940904598,AUAR,95,none
-2.76706603857833,3.75925636201022,AIAL,128,none
-2.77027156132625,3.75758839170476,AIAR,128,none
12.4009635202514,-4.77335578783292,AIBL,196,group3
12.4007493227881,-4.7733675041463,AIBR,196,group3
13.4584749769893,-3.60645738124177,AIYL,203,group3
13.4583354796424,-3.60651121554249,AIYR,203,group3
14.4168240258787,-6.2994181706822,AIZL,205,group3
14.4170165271815,-6.29942797973507,AIZR,205,group3
10.4939064536308,7.13572374271036,ADAL,131,none
10.4923121337935,7.13561488891396,ADAR,131,none
9.83761650957259,-16.7397717290513,AIML,202,group3
9.83758582573006,-16.73967728514,AIMR,202,group3
5.46809322734562,7.09452668282914,AINL,150,none
5.46821054069313,7.09442321872015,AINR,150,none
19.0899243844765,-16.4386507098482,ALA,267,group2
19.1869051045867,-9.16172744087979,BDUL,254,group2
19.1868504532967,-9.16157229485507,BDUR,254,group2
-19.837636575234,-10.5809873836667,CANL,141,group1
-19.837509449539,-10.5809428551714,CANR,141,group1
-11.3220761210358,6.58742761299104,RIPL,62,none
-11.3236736984206,6.58628541311781,RIPR,62,none
10.7417847441868,-11.8883387286151,RIAL,199,group3
10.7417840659791,-11.8883393245963,RIAR,199,group3
12.9080624939152,-13.381580574907,RIBL,198,group3
12.9080624939152,-13.381580574907,RIBR,198,group3
13.1657855136133,-15.9082415324359,RICL,198,group3
13.2710148061941,-16.4501150641662,RICR,198,group3
-0.984393908439259,19.6318626392558,RIFL,64,none
-0.984501696902742,19.6319454159358,RIFR,64,none
15.1413333130197,-8.60470780694357,RIGL,196,group3
15.141430291064,-8.60468090466502,RIGR,196,group3
9.64624575953334,-18.7549061742441,RIH,208,group3
9.58625775509803,-10.3612402965237,RIR,191,group3
1.68154767134472,7.78078315291059,RIS,130,none
7.15434363535483,14.0479659161475,RMGL,115,none
7.15424970380725,14.0478524478008,RMGR,115,none
25.5665974465531,-18.8457394235345,AVFL,274,group2
25.5672964846757,-18.8458578502891,AVFR,274,group2
-3.32404575813769,15.9989788298904,AVG,54,none
11.5354577265987,8.02014110678251,AVHL,169,none
11.5353908646013,8.02032402008354,AVHR,169,none
1.95983415227268,20.0091451608477,AVJL,62,none
1.95975466904226,20.0091616857677,AVJR,62,none
17.9250871996897,-15.9313068403799,AVKL,267,group2
17.9251248473679,-15.9312991887822,AVKR,267,group2
-14.6727936064755,21.4594680520866,AVL,89,none
-6.22572462812863,10.8349988682281,DVB,50,none
-11.8149465862703,5.80641468418436,DVC,94,none
18.7798878682445,-19.0133377686563,PVNL,258,group2
18.7801914161492,-19.0133191461372,PVNR,258,group2
20.1611653647561,-16.1363886943941,PVPL,270,group2
20.1612235843056,-16.1363583262491,PVPR,270,group2
25.5306441357584,-12.2925081708491,PVQL,279,group2
25.5304596772503,-12.2924164511049,PVQR,279,group2
26.2436682934121,-18.1317992995086,PVR,282,group2
23.8816446357178,-6.6564294860018,PVT,287,group2
-22.208792293871,-12.0140858968014,PVWL,139,group1
-22.2086749017946,-12.0139712478725,PVWR,139,group1
24.4425570276836,-21.140499486429,RID,264,group2
22.4636260663949,-15.3313077024751,PVCL,272,group2
22.463841454673,-15.3313025900588,PVCR,272,group2
23.6874834727636,-6.07657322076841,AVAL,272,group2
23.6878454230474,-6.07664620036807,AVAR,272,group2
17.3613686922389,-12.5433821753598,AVBL,258,group2
17.3613686922389,-12.5433821753598,AVBR,258,group2
26.4728102089682,-24.432191689938,AVDL,268,group2
26.095744873676,-24.747214177329,AVDR,268,group2
18.5953263668933,-6.67877030537955,AVEL,252,group2
18.595043334034,-6.67889427698366,AVER,252,group2
-16.5871886459406,11.6257976246944,LUAL,32,none
-16.5869168082866,11.6246534389384,LUAR,32,none
-4.09703540184091,23.4547537988516,SAADL,38,none
-3.65513495349158,23.2758469821628,SAADR,38,none
-4.04901521378771,24.5965963882722,SAAVL,43,none
-3.48026244670998,24.5307988129078,SAAVR,43,none
10.2234417440376,-14.0365414024431,SABD,208,group3
10.3878812145986,-14.1166888294898,SABVL,208,group3
10.0953293996418,-14.017790643147,SABVR,208,group3
13.9490004138688,-11.3600854073629,RIML,204,group3
13.9488986449978,-11.3600873156691,RIMR,204,group3
-10.2075689485974,18.0235052447957,IL1DL,0,none
-11.4757011493518,18.5815898720405,IL1DR,0,none
-10.1592678332859,18.7155257034121,IL1L,0,none
-9.49558305593638,17.9852887268462,IL1R,0,none
-10.9490430372392,18.0433147999251,IL1VL,0,none
-10.8024286773298,19.1482079615508,IL1VR,0,none
-1.6607500359546,9.56689728095925,SIADL,68,none
-2.07422981471904,9.36837626059521,SIADR,68,none
-1.87240207335423,10.0177522253887,SIAVL,68,none
-2.26423091420476,9.81320438212617,SIAVR,68,none
-19.4485993460225,15.3591404460921,SIBDL,73,none
-19.2109210650149,14.9415408442461,SIBDR,73,none
-19.8557847096091,15.1135043094064,SIBVL,73,none
-19.6164497644232,14.6945183442183,SIBVR,73,none
12.4944462615493,-16.8123306171746,RMDDL,198,group3
12.3165358099779,-15.8848761911302,RMDDR,198,group3
8.47750962641658,-8.33871030596894,RMDL,180,group3
8.47753281199391,-8.33875355858114,RMDR,180,group3
11.8932052860994,-16.1493223604952,RMDVL,198,group3
11.9945183000803,-16.7285521068883,RMDVR,198,group3
17.4660575479219,-13.4866002042351,RMED,257,group2
-10.7534863928404,21.5991059120936,RMEL,16,none
-10.7534955376691,21.5991060109669,RMER,16,none
17.4660575479219,-13.4866002042351,RMEV,257,group2
9.26436586027206,-3.64373817046001,RMFL,186,group3
9.26442302414951,-3.64378813098481,RMFR,186,group3
12.4347941559222,-10.1700545930969,RMHL,199,group3
12.4347172118793,-10.1699997321476,RMHR,199,group3
-4.99019786491317,18.6814843094171,RIVL,54,none
-4.9902599171785,18.6813756824554,RIVR,54,none
-4.75050834415025,27.7763533453535,SMBDL,74,none
-4.13447658609927,27.4071001776682,SMBDR,74,none
-4.66481427188834,27.3161738119467,SMBVL,74,none
-4.23230236606125,27.8677612178765,SMBVR,74,none
26.1414122666127,-21.6172356111515,SMDDL,260,group2
25.4464049879946,-21.4878328476664,SMDDR,260,group2
25.4988951232745,-21.0263921949251,SMDVL,260,group2
26.0538187787657,-21.1895400507638,SMDVR,260,group2
3.32066557097479,7.52338259599369,URADL,104,none
3.11829688650851,7.54741714875637,URADR,104,none
3.39351703547828,7.91128401050917,URAVL,104,none
3.153889156712,7.94893565751077,URAVR,104,none
24.7582028735202,-23.6859215939693,DA01,274,group2
24.2542196194662,-23.2326149156593,DA02,274,group2
23.8843278168944,-23.6210313948573,DA03,274,group2
24.3796789315643,-24.076083053873,DA04,274,group2
-23.8291812111047,-16.7190513076573,DA05,139,group1
-24.6106519777206,-16.4841585706177,DA06,139,group1
-25.3969811793979,-16.0892214724094,DA07,139,group1
-22.2127698178056,-16.8624562035849,DA08,145,group1
-17.6902611590889,-16.1034668483613,DA09,156,group1
-21.8904913834471,-9.64031066810464,PDA,141,group1
25.9030865776081,-22.9322364225795,DB01,270,group2
25.261671510516,-22.5266263474957,DB02,264,group2
-23.8318999302655,-17.8383531386997,DB03,139,group1
-24.5905172842094,-17.5282170992142,DB04,139,group1
-24.5214029675404,-18.5106723864322,DB05,139,group1
-23.5829007814077,-18.6891616159054,DB06,139,group1
-24.2374503223456,-19.3962828970299,DB07,139,group1
18.6952460790267,-13.5175617486492,AS01,261,group2
18.6952460790267,-13.5175617486492,AS02,261,group2
-24.1869706153863,-6.73655882794881,AS03,134,group1
-22.8460295398062,-6.24948375632231,AS04,134,group1
-22.5775814280021,-7.44280077850724,AS05,134,group1
-23.6626117530371,-6.2235424836904,AS06,134,group1
-22.2575323105939,-6.80293184104669,AS07,134,group1
-23.0516161778357,-7.8074656130329,AS08,134,group1
-23.1938402864769,-6.92750675307265,AS09,134,group1
-23.6696343627154,-7.30092310162013,AS10,134,group1
-21.7864152004073,-8.15669375682782,AS11,140,group1
-21.9842266072214,-17.4798870558226,PDB,145,group1
-16.2371290414348,19.8506870747817,DD01,42,none
-9.21348205528435,13.6142761318208,DD02,14,none
-10.3664439527737,12.1042112411206,DD03,14,none
-8.87878944505626,12.7663304819002,DD04,14,none
-11.7339770247574,11.4943541555152,DD05,14,none
-11.992888291934,13.1460868949482,DD06,14,none
21.434351528232,-12.3874604961101,VA01,269,group2
21.4947866201933,-12.8860469411415,VA02,269,group2
21.0326656877268,-12.8565659188047,VA03,269,group2
20.9427487478109,-12.3893596968408,VA04,269,group2
-25.3321490421743,-8.62517830602715,VA05,134,group1
-24.1334442127128,-8.62750970595578,VA06,134,group1
-24.9195762280889,-9.2674030653217,VA07,134,group1
-25.1511707663646,-7.79240752098249,VA08,134,group1
-23.5706633422186,-9.02535508429603,VA09,134,group1
-24.5575476039355,-8.23383224547208,VA10,134,group1
-24.1990298117352,-9.51772645778909,VA11,134,group1
-19.6066067415042,-11.6489709114327,VA12,145,group1
19.4224970441587,-14.0614618925313,VB01,265,group2
20.6702195325527,-14.4926061792169,VB02,267,group2
-25.9789615164772,-17.9979870460813,VB03,139,group1
-25.2126047948835,-17.9652659493626,VB04,139,group1
-25.1669073185639,-19.6081620071351,VB05,139,group1
-26.6689567017875,-18.56687734567,VB06,139,group1
-25.3865100861221,-18.7329862532811,VB07,139,group1
-26.0935581909152,-19.287057961254,VB08,139,group1
-26.7817683944794,-17.5724648938833,VB09,139,group1
-26.2907698705337,-16.7980208224843,VB10,139,group1
-25.5090465632359,-17.2041649460836,VB11,139,group1
-16.1849461286041,19.6788951410655,VD01,42,none
-16.0561774673242,19.611867535624,VD02,42,none
-9.93398744293488,11.2959004360085,VD03,14,none
-9.25786341467698,11.8963962665419,VD04,14,none
-11.1923567222815,13.0078653526948,VD05,14,none
-10.0216913698081,13.7478909189954,VD06,14,none
-10.848281492487,11.1972333986835,VD07,14,none
-12.1920041128707,12.2895102650026,VD08,14,none
-11.1535071537439,12.2183318766121,VD09,14,none
-9.78151140582167,12.7091373256459,VD10,14,none
-10.462462149515,13.0101566186847,VD11,14,none
-10.8046941013815,13.9126986794184,VD12,14,none
-11.6268561230765,13.9629473563544,VD13,14,none
23.0351982104878,-21.4299751896732,HSNL,264,group2
23.0352385794221,-21.4299939820022,HSNR,264,group2
1.58537407280702,4.87295540526335,VC01,158,none
1.577205590891,4.88813511165295,VC02,158,none
-6.95575215067549,8.85993624613508,VC03,65,none
-5.29617919878251,10.5654953884279,VC04,51,none
-5.29615224701451,10.5658543734055,VC05,51,none
-6.95556854493404,8.86108761266041,VC06,65,none
